4
2275
351;199
350;199
350;200
351;200
352;200
353;200
352;200
352;201
351;201
350;201
349;201
350;201
351;201
352;201
353;201
354;201
353;201
353;202
352;202
351;202
350;202
349;202
350;202
351;202
352;202
353;202
354;202
353;202
353;203
352;203
351;203
350;203
349;203
350;203
351;203
352;203
353;203
354;203
353;203
353;204
352;204
351;204
350;204
349;204
350;204
351;204
352;204
353;204
354;204
353;204
353;205
352;205
351;205
350;205
349;205
350;205
351;205
352;205
353;205
354;205
353;205
353;206
352;206
351;206
350;206
349;206
350;206
351;206
352;206
353;206
354;206
353;206
353;207
352;207
351;207
350;207
349;207
350;207
351;207
352;207
353;207
354;207
353;207
353;208
352;208
351;208
350;208
349;208
350;208
351;208
352;208
353;208
354;208
353;208
353;209
352;209
351;209
350;209
349;209
350;209
351;209
352;209
353;209
354;209
353;209
353;210
352;210
351;210
350;210
349;210
348;210
349;210
350;210
351;210
352;210
353;210
352;210
352;211
351;211
350;211
349;211
348;211
349;211
350;211
351;211
352;211
353;211
352;211
352;212
351;212
350;212
349;212
348;212
349;212
350;212
351;212
352;212
353;212
352;212
352;213
351;213
350;213
349;213
348;213
349;213
350;213
351;213
352;213
353;213
352;213
352;214
351;214
350;214
349;214
348;214
349;214
350;214
351;214
352;214
353;214
352;214
352;215
351;215
350;215
349;215
348;215
349;215
350;215
351;215
352;215
353;215
352;215
352;216
351;216
350;216
349;216
348;216
349;216
350;216
351;216
352;216
353;216
352;216
352;217
351;217
350;217
349;217
348;217
349;217
350;217
351;217
352;217
353;217
352;217
352;218
351;218
350;218
349;218
348;218
349;218
350;218
351;218
352;218
353;218
352;218
352;219
351;219
350;219
349;219
348;219
349;219
350;219
351;219
352;219
353;219
352;219
352;220
351;220
350;220
349;220
348;220
347;220
346;220
347;220
348;220
349;220
350;220
351;220
350;220
350;221
349;221
348;221
347;221
346;221
347;221
348;221
349;221
350;221
351;221
350;221
350;222
349;222
348;222
347;222
346;222
347;222
348;222
349;222
350;222
351;222
350;222
350;223
349;223
348;223
347;223
346;223
347;223
348;223
349;223
350;223
351;223
350;223
350;224
349;224
348;224
347;224
346;224
347;224
348;224
349;224
350;224
351;224
350;224
350;225
349;225
348;225
347;225
346;225
347;225
348;225
349;225
350;225
351;225
350;225
350;226
349;226
348;226
347;226
346;226
347;226
348;226
349;226
350;226
351;226
350;226
350;227
349;227
348;227
347;227
346;227
347;227
348;227
349;227
350;227
351;227
350;227
350;228
349;228
348;228
347;228
346;228
347;228
348;228
349;228
350;228
351;228
350;228
350;229
349;229
348;229
347;229
346;229
347;229
348;229
349;229
350;229
351;229
350;229
350;230
349;230
348;230
347;230
346;230
345;230
346;230
347;230
348;230
349;230
350;230
349;230
349;231
348;231
347;231
346;231
345;231
346;231
347;231
348;231
349;231
350;231
349;231
349;232
348;232
347;232
346;232
345;232
346;232
347;232
348;232
349;232
350;232
349;232
349;233
348;233
347;233
346;233
345;233
346;233
347;233
348;233
349;233
350;233
349;233
349;234
348;234
347;234
346;234
345;234
346;234
347;234
348;234
349;234
350;234
349;234
349;235
348;235
347;235
346;235
345;235
346;235
347;235
348;235
349;235
350;235
349;235
349;236
348;236
347;236
346;236
345;236
346;236
347;236
348;236
349;236
350;236
349;236
349;237
348;237
347;237
346;237
345;237
346;237
347;237
348;237
349;237
350;237
349;237
349;238
348;238
347;238
346;238
345;238
346;238
347;238
348;238
349;238
350;238
349;238
349;239
348;239
347;239
346;239
345;239
346;239
347;239
348;239
349;239
350;239
349;239
349;240
348;240
347;240
346;240
345;240
346;240
347;240
348;240
349;240
350;240
349;240
349;241
348;241
347;241
346;241
345;241
344;241
345;241
346;241
347;241
348;241
349;241
348;241
348;242
347;242
346;242
345;242
344;242
345;242
346;242
347;242
348;242
349;242
348;242
348;243
347;243
346;243
345;243
344;243
345;243
346;243
347;243
348;243
349;243
348;243
348;244
347;244
346;244
345;244
344;244
345;244
346;244
347;244
348;244
349;244
348;244
348;245
347;245
346;245
345;245
344;245
345;245
346;245
347;245
348;245
349;245
348;245
348;246
347;246
346;246
345;246
344;246
345;246
346;246
347;246
348;246
349;246
348;246
348;247
347;247
346;247
345;247
344;247
345;247
346;247
347;247
348;247
349;247
348;247
348;248
347;248
346;248
345;248
344;248
345;248
346;248
347;248
348;248
349;248
348;248
348;249
347;249
346;249
345;249
344;249
345;249
346;249
347;249
348;249
349;249
348;249
348;250
347;250
346;250
345;250
344;250
345;250
346;250
347;250
348;250
349;250
348;250
348;251
347;251
346;251
345;251
344;251
343;251
344;251
345;251
346;251
347;251
348;251
347;251
347;252
346;252
345;252
344;252
343;252
344;252
345;252
346;252
347;252
348;252
347;252
347;253
346;253
345;253
344;253
343;253
344;253
345;253
346;253
347;253
348;253
347;253
